artist,album,label,release_year,reviewer,score,accolade,publish_date,url
King Kong,Buncha Beans, Drag City,2007,Brandon Stosuy, 4.8 , ,2007-06-13,http://pitchfork.com/reviews/albums/10303-buncha-beans/
Blitzen Trapper,Wild Mountain Nation, Lidkercow Ltd,2007,Jason Crock, 8.5 , Best New Music ,2007-06-14,http://pitchfork.com/reviews/albums/10292-wild-mountain-nation/
Various Artists,Speicher 3, Kompakt Extra,2007,Jess Harvell, 6.4 , ,2007-06-14,http://pitchfork.com/reviews/albums/10318-speicher-3/
The Ladybug Transistor,Can't Wait Another Day, Merge,2007,Nitsuh Abebe, 6.4 , ,2007-06-12,http://pitchfork.com/reviews/albums/10304-cant-wait-another-day/
Great Lake Swimmers,Ongiara, Nettwerk,2007,Liz Colville, 5.5 , ,2007-06-12,http://pitchfork.com/reviews/albums/10300-ongiara/
Alsace Lorraine,The Dark One, Darla,2007,Eric Harvey, 7.1 , ,2007-06-12,http://pitchfork.com/reviews/albums/10297-the-dark-one/
Sonic Youth,Daydream Nation: Deluxe Edition, Enigma,1988,Nitsuh Abebe, 10.0 , ,2007-06-13,http://pitchfork.com/reviews/albums/10326-daydream-nation-deluxe-edition/
Various Artists,Kitsuné Maison 4, Kitsuné,2007,Marc Hogan, 7.4 , ,2007-06-13,http://pitchfork.com/reviews/albums/10294-kitsune-maison-4/
John Wiese,Soft Punk, Troubleman Unlimited,2007,Grayson Currin, 8.0 , ,2007-06-11,http://pitchfork.com/reviews/albums/10257-soft-punk/
Wooden Wand,James & the Quiet, Ecstatic Peace,2007,Zach Baron, 5.9 , ,2007-06-11,http://pitchfork.com/reviews/albums/10190-james-the-quiet/
Maps,We Can Create, Mute,2007,Brian Howe, 6.6 , ,2007-06-11,http://pitchfork.com/reviews/albums/10291-we-can-create/
Justice,, Vice / Because / Ed Banger,2007,Jess Harvell, 8.4 , Best New Music ,2007-06-12,http://pitchfork.com/reviews/albums/10321-justice/
No Age,Weirdo Rippers, Fat Cat,2007,Brandon Stosuy, 8.0 , ,2007-06-12,http://pitchfork.com/reviews/albums/10330-weirdo-rippers/
Shapes and Sizes,"Split Lips, Winning Hips, a Shiner", Asthmatic Kitty,2007,Jessica Suarez, 8.0 , ,2007-06-08,http://pitchfork.com/reviews/albums/10298-split-lips-winning-hips-a-shiner/
The Race,Ice Station, Flameshovel,2007,Eric Harvey, 7.5 , ,2007-06-08,http://pitchfork.com/reviews/albums/10285-ice-station/
The Saints,Imperious Delirium, Wildflower,2007,Joshua Klein, 4.3 , ,2007-06-08,http://pitchfork.com/reviews/albums/10284-imperious-delirium/
Queens of the Stone Age,Era Vulgaris, Interscope,2007,David Raposa, 6.2 , ,2007-06-11,http://pitchfork.com/reviews/albums/10327-era-vulgaris/
Mark Ronson,Version, Columbia,2007,Adam Moerder, 3.3 , ,2007-06-11,http://pitchfork.com/reviews/albums/10299-version/
Lightning Dust,Lightning Dust, Jagjaguwar,2007,Adam Moerder, 7.2 , ,2007-06-07,http://pitchfork.com/reviews/albums/10278-lightning-dust/
James Blood Ulmer,Bad Blood in the City: The Piety Street Sessions, Hyena,2007,Joshua Klein, 7.6 , ,2007-06-07,http://pitchfork.com/reviews/albums/10283-bad-blood-in-the-city-the-piety-street-sessions/
Young Jeezy Presents USDA,Cold Summer, Def Jam,2007,Tom Breihan, 4.5 , ,2007-06-07,http://pitchfork.com/reviews/albums/10282-cold-summer/
The Clash,The Singles, Epic,2007,Amanda Petrusich, 9.0 , ,2007-06-08,http://pitchfork.com/reviews/albums/10313-the-singles/
Get Him Eat Him,Arms Down, Absolutely Kosher,2007,Stuart Berman, 7.2 , ,2007-06-08,http://pitchfork.com/reviews/albums/10317-arms-down/
Scharpling and Wurster,The Art of the Slap, Stereolaffs,2007,Nate Patrin, 8.5 , ,2007-06-06,http://pitchfork.com/reviews/albums/10276-the-art-of-the-slap/
Benni Hemm Hemm,Kajak, Morr,2007,Liz Colville, 6.1 , ,2007-06-06,http://pitchfork.com/reviews/albums/10269-kajak/
The Only Children,Keeper of Youth, SideCho,2007,Stephen M. Deusner, 5.7 , ,2007-06-06,http://pitchfork.com/reviews/albums/10272-keeper-of-youth/
Shellac,Excellent Italian Greyhound, Touch and Go,2007,Jason Crock, 7.0 , ,2007-06-07,http://pitchfork.com/reviews/albums/10314-excellent-italian-greyhound/
Pissed Jeans,Hope for Men, Sub Pop,2007,Jess Harvell, 8.1 , ,2007-06-07,http://pitchfork.com/reviews/albums/10311-hope-for-men/
William Basinski,Shortwave Music, 2062,2007,Joe Tangari, 7.2 , ,2007-06-05,http://pitchfork.com/reviews/albums/10264-shortwave-music/
Blue Scholars,Bayani, Rawkus,2007,Nate Patrin, 6.8 , ,2007-06-05,http://pitchfork.com/reviews/albums/10267-bayani/
Miracle Fortress,Five Roses, Secret City,2007,Marc Hogan, 6.3 , ,2007-06-05,http://pitchfork.com/reviews/albums/10277-five-roses/
Bonde Do Rolê,With Lasers, Domino,2007,Jess Harvell, 6.5 , ,2007-06-06,http://pitchfork.com/reviews/albums/10296-with-lasers/
Clinic,Funf, Domino,2007,Joe Tangari, 6.1 , ,2007-06-06,http://pitchfork.com/reviews/albums/10290-funf/
Various Artists,D-I-Y: Do It Yourself, Soul Jazz,2007,Douglas Wolk, 5.9 , ,2007-06-04,http://pitchfork.com/reviews/albums/10275-d-i-y-do-it-yourself/
Mansbestfriend,Poly.sci.187, Anticon,2007,Eric Harvey, 7.0 , ,2007-06-04,http://pitchfork.com/reviews/albums/10261-polysci187/
Illinois,What the Hell Do I Know? EP, Ace Fu,2007,Stuart Berman, 6.8 , ,2007-06-04,http://pitchfork.com/reviews/albums/10262-what-the-hell-do-i-know-ep/
Matthew Dear,Asa Breed, Ghostly,2007,Philip Sherburne, 7.9 , ,2007-06-05,http://pitchfork.com/reviews/albums/10289-asa-breed/
R. Kelly,Double Up, Jive,2007,Ryan Dombal, 6.7 , ,2007-06-05,http://pitchfork.com/reviews/albums/10293-double-up/
Wheat,Everyday I Said a Prayer for Kathy and Made a One Inch Square, Empyrean,2007,Stephen M. Deusner, 7.4 , ,2007-06-01,http://pitchfork.com/reviews/albums/10280-everyday-i-said-a-prayer-for-kathy-and-made-a-one-inch-square/
Shannon Wright,Let in the Light, Quarterstick,2007,Rob Mitchum, 6.0 , ,2007-06-01,http://pitchfork.com/reviews/albums/10260-let-in-the-light/
Glös,Harmonium, Lovitt,2007,Brian Howe, 6.6 , ,2007-06-01,http://pitchfork.com/reviews/albums/10265-harmonium/
Paul McCartney,Memory Almost Full, Hear Music,2007,Stuart Berman, 6.4 , ,2007-06-04,http://pitchfork.com/reviews/albums/10288-memory-almost-full/
White Rabbits,Fort Nightly, Say Hey,2007,Joe Tangari, 8.1 , ,2007-06-04,http://pitchfork.com/reviews/albums/10286-fort-nightly/
Vapnet,Något Dåligt Nytt Har Hänt EP, Hybris,2007,Stephen M. Deusner, 8.0 , ,2007-05-31,http://pitchfork.com/reviews/albums/10254-nagot-daligt-nytt-har-hant-ep/
Tin Cup Prophette,Liar and the Thief, self-released,2007,Stephen M. Deusner, 5.8 , ,2007-05-31,http://pitchfork.com/reviews/albums/10258-liar-and-the-thief/
Goldrush,The Heart Is the Place, Better Looking / Truck,2007,Marc Hogan, 4.8 , ,2007-05-31,http://pitchfork.com/reviews/albums/10255-the-heart-is-the-place/
Sunburned Hand of the Man,Z, Ecstatic Peace,2007,Matthew Murphy, 5.8 , ,2007-06-01,http://pitchfork.com/reviews/albums/10268-z/
Guided By Voices,"Live From Austin, TX", New West,2007,Matt LeMay, 4.5 , ,2007-06-01,http://pitchfork.com/reviews/albums/10281-live-from-austin-tx/
Meg Baird,Dear Companion, Drag City,2007,Matthew Murphy, 7.8 , ,2007-05-30,http://pitchfork.com/reviews/albums/10253-dear-companion/
Feltbattery,It Had Wings, Migration Media,2007,Brian Howe, 7.7 , ,2007-05-30,http://pitchfork.com/reviews/albums/10244-it-had-wings/
Antelope,Reflector, Dischord,2007,Tom Breihan, 5.1 , ,2007-05-30,http://pitchfork.com/reviews/albums/10256-reflector/
Von Südenfed,Tromatic Reflexxions, Domino,2007,Mark Richardson, 7.0 , ,2007-05-31,http://pitchfork.com/reviews/albums/10279-tromatic-reflexxions/
The Bravery,The Sun and the Moon, Island,2007,Adam Moerder, 1.8 , ,2007-05-31,http://pitchfork.com/reviews/albums/10263-the-sun-and-the-moon/
Alessandro Stefana,Poste e Telegrafi, Important,2007,Grayson Currin, 7.8 , ,2007-05-29,http://pitchfork.com/reviews/albums/10245-poste-y-telegrafi/
Lewis & Clarke,Blasts of Holy Birth, La Société Expéditionnaire,2007,Liz Colville, 6.8 , ,2007-05-29,http://pitchfork.com/reviews/albums/10224-blasts-of-holy-birth/
Night Canopy,Of Honey and Country, Go Midnight,2007,Adam Moerder, 5.0 , ,2007-05-29,http://pitchfork.com/reviews/albums/10247-of-honey-and-country/
The Afghan Whigs,Unbreakable (A Retrospective), Rhino,2007,Stephen M. Deusner, 8.8 , ,2007-05-30,http://pitchfork.com/reviews/albums/10270-unbreakable-a-retrospective/
Robert Pollard,Silverfish Trivia EP, Prom Is Coming,2007,Jason Crock, 5.5 , ,2007-05-30,http://pitchfork.com/reviews/albums/10259-silverfish-trivia-ep/
Je Suis France,Afrikan Majik, Antenna Farm,2007,Joe Tangari, 6.5 , ,2007-05-25,http://pitchfork.com/reviews/albums/10232-afrikan-majik/
Mando Diao,Ode to Ochrasy, Mute,2006,Stuart Berman, 5.4 , ,2007-05-25,http://pitchfork.com/reviews/albums/10251-ode-to-ochrasy/
Various Artists,A Tribute to Joni Mitchell, Nonesuch,2007,Joe Tangari, 2.9 , ,2007-05-25,http://pitchfork.com/reviews/albums/10243-a-tribute-to-joni-mitchell/
Jeff Buckley,So Real: Songs From Jeff Buckley, Sony,2007,Matt LeMay, 5.0 , ,2007-05-29,http://pitchfork.com/reviews/albums/10266-so-real-songs-from-jeff-buckley/
The Beach Boys,The Warmth of the Sun, Capitol,2007,Mark Richardson, 8.6 , ,2007-05-29,http://pitchfork.com/reviews/albums/10271-the-warmth-of-the-sun/
Burning Star Core,"Operator Dead, Post Abandoned", No Quarter,2007,Jess Harvell, 7.4 , ,2007-05-24,http://pitchfork.com/reviews/albums/10231-operator-dead-post-abandoned/
Aa,GAame, Gigantic,2007,Jessica Suarez, 6.9 , ,2007-05-24,http://pitchfork.com/reviews/albums/10239-gaame/
Kavinsky,1986 EP, Record Makers,2007,Mark Pytlik, 4.0 , ,2007-05-24,http://pitchfork.com/reviews/albums/10173-1986-ep/
Handsome Furs,Plague Park, Sub Pop,2007,Jessica Suarez, 7.2 , ,2007-05-25,http://pitchfork.com/reviews/albums/10252-plague-park/
Electrelane,"No Shouts, No Calls", Too Pure,2007,Liz Colville, 7.8 , ,2007-05-25,http://pitchfork.com/reviews/albums/10181-no-shouts-no-calls/
Parts & Labor,Mapmaker, Jagjaguwar / Brah,2007,Jason Crock, 7.5 , ,2007-05-23,http://pitchfork.com/reviews/albums/10238-mapmaker/
Âme,...Mixing, Sonar Kollektiv,2007,Tim Finney, 7.2 , ,2007-05-23,http://pitchfork.com/reviews/albums/10228-mixing/
Jai-Alai Savant,Flight of the Bass Delegate, City Slang / Gold Standard Laboratories,2007,Matt LeMay, 6.5 , ,2007-05-23,http://pitchfork.com/reviews/albums/10237-flight-of-the-bass-delegate/
Voxtrot,Voxtrot, Beggars / Playlouderrecordings,2007,Eric Harvey, 5.9 , ,2007-05-24,http://pitchfork.com/reviews/albums/10249-voxtrot/
Lucky Soul,The Great Unwanted, Ruffa Lane,2007,Marc Hogan, 8.0 , ,2007-05-24,http://pitchfork.com/reviews/albums/10248-the-great-unwanted/
Gang Gang Dance,Retina Riddim, Social Registry,2007,Zach Baron, 7.5 , ,2007-05-22,http://pitchfork.com/reviews/albums/10241-retina-riddim/
Titan,A Raining Sun of Light and Love For You and You and You, Tee Pee,2007,Brandon Stosuy, 5.8 , ,2007-05-22,http://pitchfork.com/reviews/albums/10215-a-raining-sun-of-light-and-love-for-you-and-you-and-you/
Morningbell,Through the Belly of the Sea, Orange,2007,Eric Harvey, 4.4 , ,2007-05-22,http://pitchfork.com/reviews/albums/10234-through-the-belly-of-the-sea/
Hot Chip,DJ Kicks, !K7,2007,Mark Pytlik, 8.0 , ,2007-05-23,http://pitchfork.com/reviews/albums/10250-dj-kicks/
Black Moth Super Rainbow,Dandelion Gum, Graveface,2007,Mark Richardson, 7.8 , ,2007-05-23,http://pitchfork.com/reviews/albums/10246-dandelion-gum/
Pterodactyl,Pterodactyl, Brah,2007,Brandon Stosuy, 7.2 , ,2007-05-21,http://pitchfork.com/reviews/albums/10213-pterodactyl/
The Narrator,All That to the Wall, Flameshovel,2007,Jason Crock, 7.2 , ,2007-05-21,http://pitchfork.com/reviews/albums/10218-all-that-to-the-wall/
The National Lights,"The Dead Will Walk, Dear", Bloodshake,2007,Joe Tangari, 6.3 , ,2007-05-21,http://pitchfork.com/reviews/albums/10214-the-dead-will-walk-dear/
Dungen,Tio Bitar, Kemado / Subliminal Sounds,2007,Brandon Stosuy, 7.0 , ,2007-05-22,http://pitchfork.com/reviews/albums/10226-tio-bitar/
Betty Davis,Betty Davis, Just Sunshine,1973,Joshua Klein, 8.9 , ,2007-05-22,http://pitchfork.com/reviews/albums/11903-betty-davis-they-say-im-different/
Arve Henriksen,Strjon, Rune Grammofon,2007,Brian Howe, 7.8 , ,2007-05-18,http://pitchfork.com/reviews/albums/10212-strjon/
Monotract,Trueno Oscuro, Load,2007,Marc Masters, 7.3 , ,2007-05-18,http://pitchfork.com/reviews/albums/10211-trueno-oscuro/
Fields,Everything Last Winter, Atlantic,2007,Marc Hogan, 5.9 , ,2007-05-18,http://pitchfork.com/reviews/albums/10223-everything-last-winter/
The National,Boxer, Beggars Banquet,2007,Stephen M. Deusner, 8.6 , Best New Music ,2007-05-21,http://pitchfork.com/reviews/albums/10242-boxer/
Stars,Do You Trust Your Friends?, Arts & Crafts,2007,Rob Mitchum, 1.8 , ,2007-05-21,http://pitchfork.com/reviews/albums/10240-do-you-trust-your-friends/
Various Artists,Cult Cargo: Grand Bahama Goombay, Numero Group,2007,Joe Tangari, 7.9 , ,2007-05-17,http://pitchfork.com/reviews/albums/10210-cult-cargo-grand-bahama-goombay/
Harlem Shakes,Burning Birthdays EP, self-released,2007,Adam Moerder, 7.3 , ,2007-05-17,http://pitchfork.com/reviews/albums/10216-burning-birthdays-ep/
French Toast,Ingleside Terrace, Dischord,2006,Grayson Currin, 7.0 , ,2007-05-17,http://pitchfork.com/reviews/albums/10217-ingleside-terrace/
Kathy Diamond,Miss Diamond to You, Permanent Vacation,2007,Dominique Leone, 7.8 , ,2007-05-18,http://pitchfork.com/reviews/albums/10233-miss-diamond-to-you/
Fennesz / Sakamoto,Cendre, Touch,2007,Mark Richardson, 7.9 , ,2007-05-18,http://pitchfork.com/reviews/albums/10236-cendre/
Säkert!,Säkert!, Razzia,2007,"Stosh ""Piz"" Piznarski", 7.7 , ,2007-05-16,http://pitchfork.com/reviews/albums/10183-sakert/
David Torn,Prezens, ECM,2007,Joshua Klein, 7.2 , ,2007-05-16,http://pitchfork.com/reviews/albums/10192-prezens/
Vladislav Delay,Whistleblower, Huume,2007,Andy Battaglia, 7.1 , ,2007-05-16,http://pitchfork.com/reviews/albums/10209-whistleblower/
Rufus Wainwright,Release the Stars, Geffen,2007,Mark Pytlik, 6.7 , ,2007-05-17,http://pitchfork.com/reviews/albums/10235-release-the-stars/
Kalabrese,Rumpelzirkus, Stattmusik,2007,Philip Sherburne, 8.4 , ,2007-05-17,http://pitchfork.com/reviews/albums/10230-rumpelzirkus/
Slaraffenland,Private Cinema, Hometapes,2007,Liz Colville, 7.9 , ,2007-05-15,http://pitchfork.com/reviews/albums/10197-private-cinema/
The Roadside Graves,No One Will Know Where You've Been, Kill Buffalo,2007,Matthew Murphy, 7.5 , ,2007-05-15,http://pitchfork.com/reviews/albums/10202-no-one-will-know-where-youve-been/
Telefon Tel Aviv,Remixes Compiled, Hefty,2007,Marc Hogan, 6.6 , ,2007-05-15,http://pitchfork.com/reviews/albums/10088-remixes-compiled/
Lil Wayne,Da Drought 3, Young Money Entertainment,2007,Ryan Dombal, 8.5 , ,2007-05-16,http://pitchfork.com/reviews/albums/10229-da-drought-3/
Madlib,Time Out Presents: The Other Side Los Angeles, Deaf Dumb and Blind,2007,Sam Chennault, 6.0 , ,2007-05-16,http://pitchfork.com/reviews/albums/10227-time-out-presents-the-other-side-los-angeles/
Jana Hunter,There's No Home, Gnomonsong,2007,D. Shawn Bosler, 8.0 , ,2007-05-14,http://pitchfork.com/reviews/albums/10187-theres-no-home/
Savath y Savalas,Golden Pollen, Anti-,2007,Brian Howe, 6.4 , ,2007-05-14,http://pitchfork.com/reviews/albums/10201-golden-pollen/
Seymore Saves the World,Seymore Saves the World," Royalty, Etc.",2007,Adam Moerder, 5.8 , ,2007-05-14,http://pitchfork.com/reviews/albums/10200-seymore-saves-the-world/
Battles,Mirrored, Warp,2007,Jess Harvell, 9.1 , Best New Music ,2007-05-15,http://pitchfork.com/reviews/albums/10225-mirrored/
Ladyhawk,Fight for Anarchy EP, Jagjaguwar,2007,Grayson Currin, 5.4 , ,2007-05-15,http://pitchfork.com/reviews/albums/10222-fight-for-anarchy-ep/
The Mary Onettes,The Mary Onettes, Labrador,2007,Nitsuh Abebe, 6.9 , ,2007-05-11,http://pitchfork.com/reviews/albums/10196-the-mary-onettes/
The Innocence Mission,We Walked in Song, Badman,2007,Stuart Berman, 7.5 , ,2007-05-11,http://pitchfork.com/reviews/albums/10205-we-walked-in-song/
The Affair,Yes Yes to You, Absolutely Kosher,2007,Mark Richardson, 7.0 , ,2007-05-11,http://pitchfork.com/reviews/albums/10199-yes-yes-to-you/
Wilco,Sky Blue Sky, Nonesuch,2007,Rob Mitchum, 5.2 , ,2007-05-14,http://pitchfork.com/reviews/albums/10219-sky-blue-sky/
Various Artists,Joe Strummer: The Future Is Unwritten, Sony / Legacy,2007,Joshua Klein, 6.8 , ,2007-05-14,http://pitchfork.com/reviews/albums/10141-joe-strummer-the-future-is-unwritten/
A-Trak,Dirty South Dance, Obey,2007,Nate Patrin, 7.9 , ,2007-05-10,http://pitchfork.com/reviews/albums/10198-dirty-south-dance/
Paul Duncan,Above the Trees, Hometapes,2007,Stephen M. Deusner, 7.8 , ,2007-05-10,http://pitchfork.com/reviews/albums/10191-above-the-trees/
Mother Hips,Kiss the Crystal Flake, Camera,2007,Joe Tangari, 7.3 , ,2007-05-10,http://pitchfork.com/reviews/albums/10195-kiss-the-crystal-flake/
Dan Deacon,Spiderman of the Rings, Carpark,2007,Jess Harvell, 8.7 , Best New Music ,2007-05-11,http://pitchfork.com/reviews/albums/10207-spiderman-of-the-rings/
Sage Francis,Human the Death Dance, Epitaph,2007,Roque Strew, 7.9 , ,2007-05-11,http://pitchfork.com/reviews/albums/10186-human-the-death-dance/
Fursaxa,Alone in the Dark Wood, ATP,2007,Marc Masters, 7.7 , ,2007-05-09,http://pitchfork.com/reviews/albums/10182-alone-in-the-dark-wood/
The Fucking Champs,VI, Drag City,2007,Adam Moerder, 7.0 , ,2007-05-09,http://pitchfork.com/reviews/albums/10157-vi/
Plastiscines,LP1, Virgin,2007,Joe Tangari, 7.0 , ,2007-05-09,http://pitchfork.com/reviews/albums/10177-lp1/
The Clientele,God Save the Clientele, Merge,2007,Mark Richardson, 8.3 , Best New Music ,2007-05-10,http://pitchfork.com/reviews/albums/10206-god-save-the-clientele/
Cub,Betti-Cola, Mint,1993,Marc Hogan, 8.0 , ,2007-05-10,http://pitchfork.com/reviews/albums/11902-betti-cola-come-out-come-out/
Andy Partridge,Monstrance, Ape,2007,Roque Strew, 7.5 , ,2007-05-08,http://pitchfork.com/reviews/albums/10184-monstrance/
DJ Blaqstarr,Supastarr EP, Mad Decent,2007,Tom Breihan, 7.1 , ,2007-05-08,http://pitchfork.com/reviews/albums/10188-supastarr-ep/
Hail Social,Modern Love and Death, Hail Social,2007,Marc Hogan, 5.7 , ,2007-05-08,http://pitchfork.com/reviews/albums/10160-modern-love-and-death/
Elliott Smith,New Moon, Kill Rock Stars,2007,Matt LeMay, 8.7 , ,2007-05-09,http://pitchfork.com/reviews/albums/10208-new-moon/
Page France,...And the Family Telephone, Suicide Squeeze,2007,Eric Harvey, 7.5 , ,2007-05-09,http://pitchfork.com/reviews/albums/10193-and-the-family-telephone/
Lavender Diamond,Imagine Our Love, Matador,2007,Matt LeMay, 6.0 , ,2007-05-07,http://pitchfork.com/reviews/albums/10203-imagine-our-love/
Alex Delivery,Star Destroyer, Jagjaguwar,2007,Adam Moerder, 6.7 , ,2007-05-07,http://pitchfork.com/reviews/albums/10170-star-destroyer/
Amandine,Solace in Sore Hands, Fat Cat,2007,Grayson Currin, 5.1 , ,2007-05-07,http://pitchfork.com/reviews/albums/10158-solace-in-sore-hands/
Björk,Volta, Atlantic / Elektra / One Little Indian,2007,Mark Pytlik, 5.8 , ,2007-05-08,http://pitchfork.com/reviews/albums/10204-volta/
The Sea and Cake,Everybody, Thrill Jockey,2007,Jason Crock, 7.6 , ,2007-05-08,http://pitchfork.com/reviews/albums/10194-everybody/
Ola Podrida,Ola Podrida, Plug Research,2007,Stephen M. Deusner, 8.0 , ,2007-05-04,http://pitchfork.com/reviews/albums/10152-ola-podrida/
Sister Vanilla,Little Pop Rock, Chemikal Underground,2007,Stuart Berman, 7.2 , ,2007-05-04,http://pitchfork.com/reviews/albums/10163-little-pop-rock/
Joseph Arthur,Let's Just Be, Lonely Astronaut,2007,Joe Tangari, 3.4 , ,2007-05-04,http://pitchfork.com/reviews/albums/10165-lets-just-be/
Love of Diagrams,Mosaic, Matador,2007,Roque Strew, 7.6 , ,2007-05-07,http://pitchfork.com/reviews/albums/10185-mosaic/
Of Montreal,"Icons, Abstract Thee EP", Polyvinyl,2007,Rob Mitchum, 8.0 , ,2007-05-07,http://pitchfork.com/reviews/albums/10189-icons-abstract-thee-ep/
Through the Sparks,Lazarus Beach, Skybucket,2007,Stephen M. Deusner, 6.9 , ,2007-05-03,http://pitchfork.com/reviews/albums/10164-lazarus-beach/
Valet,Blood Is Clean, Kranky,2007,Matthew Murphy, 7.2 , ,2007-05-03,http://pitchfork.com/reviews/albums/10155-blood-is-clean/
Maria Taylor,Lynn Teeter Flower, Saddle Creek,2007,David Raposa, 4.7 , ,2007-05-03,http://pitchfork.com/reviews/albums/10169-lynn-teeter-flower/
